"V4" "SPY.Adjusted" "CWI.Adjusted" "AGG.Adjusted"
2014-10-14 175.636017 30.648121 102.627419
2014-10-15 174.447662 30.345221 102.81308
2014-10-16 174.297958 30.152464 102.72953
2014-10-17 176.356537 30.593048 102.590271
2014-10-20 178.068924 30.868418 102.710945
2014-10-21 181.596649 31.143776 102.618149
2014-10-22 180.305298 30.905128 102.562424
2014-10-23 182.401321 31.171314 102.321091
2014-10-24 183.804932 31.336533 102.358231
2014-10-27 183.552292 31.226387 102.39534
2014-10-28 185.657684 31.685324 102.237556
2014-10-29 185.376938 31.501755 102.014755
2014-10-30 186.565338 31.731224 102.181862
2014-10-31 188.698807 32.171803 102.181862
2014-11-03 188.801727 31.914801 101.988411
2014-11-04 188.146713 31.722048 101.997688
2014-11-05 189.335068 31.777121 102.034897
2014-11-06 190.093018 31.556828 101.858223
2014-11-07 190.270813 31.639435 102.202286
2014-11-10 190.869644 31.740402 101.960526
2014-11-11 191.056808 31.933159 102.006996
2014-11-12 190.850983 31.758762 102.016304
2014-11-13 191.066193 31.841368 102.062782
2014-11-14 191.113007 31.933159 102.155769
2014-11-17 191.234589 31.795471 102.034897
2014-11-18 192.33876 32.116737 102.127884
2014-11-19 192.029999 32.024948 101.886131
2014-11-20 192.366852 31.905617 102.072113
2014-11-21 193.396149 32.318668 102.193001
2014-11-24 193.938843 32.392101 102.230179
2014-11-25 193.798508 32.428814 102.453354
2014-11-26 194.294449 32.584854 102.537003
2014-11-28 193.882721 32.190166 102.853203
2014-12-01 192.535263 32.089195 102.44603
2014-12-02 193.779785 32.070835 102.241302
2014-12-03 194.528366 32.171803 102.148224
2014-12-04 194.313141 32.070835 102.455338
2014-12-05 194.631302 32.116737 102.017937
2014-12-08 193.330627 31.758762 102.269196
2014-12-09 193.199631 31.58436 102.427406
2014-12-10 190.102402 31.134602 102.60424
2014-12-11 191.066193 31.051987 102.567039
2014-12-12 187.978271 30.482899 102.892754
2014-12-15 186.686996 30.02396 102.613571
2014-12-16 185.189804 30.198357 102.86483
2014-12-17 188.820419 30.611404 102.734512
2014-12-18 193.4897 31.180494 102.464638
2014-12-19 194.312912 31.208376 102.632149
2014-12-22 195.206757 31.375561 102.790359
2014-12-23 195.4702 31.273394 102.315742
2014-12-24 195.489014 31.459156 102.427185
2014-12-26 196.1194 31.561327 102.473854
2014-12-29 196.382858 31.338409 102.68866
2014-12-30 195.329102 31.134073 102.80069
2014-12-31 193.390839 31.078339 102.828712
2015-01-02 193.287338 30.84613 103.118187
2015-01-05 189.796631 30.177389 103.34227
2015-01-06 188.008972 29.88945 103.603752
2015-01-07 190.35173 30.251692 103.585098
2015-01-08 193.729568 30.688236 103.426338
2015-01-09 192.177109 30.511759 103.678467
2015-01-12 190.671661 30.418879 103.762512
2015-01-13 190.135361 30.558201 103.79052
2015-01-14 188.987488 30.437454 104.042633
2015-01-15 187.256226 30.651081 104.51886
2015-01-16 189.71196 30.994745 104.11731
2015-01-20 190.116516 31.013325 104.294762
2015-01-21 191.076233 31.338409 104.108009
2015-01-22 193.917755 31.487022 104.051964
2015-01-23 192.854538 31.403431 104.313423
2015-01-26 193.306152 31.654211 104.266739
2015-01-27 190.756348 31.635633 104.210716
2015-01-28 188.310013 31.124781 104.64962
2015-01-29 190.050705 31.422009 104.565567
2015-01-30 187.660812 30.901869 104.939072
2015-02-02 189.984833 31.356983 104.935333
2015-02-03 192.732224 31.839975 104.533173
2015-02-04 191.998322 31.55204 104.692184
2015-02-05 193.936554 31.91428 104.47702
2015-02-06 193.400253 31.55204 103.869118
2015-02-09 192.534653 31.403431 103.850403
2015-02-10 194.585785 31.579903 103.73819
2015-02-11 194.698685 31.440582 103.691422
2015-02-12 196.57106 31.988585 103.710152
2015-02-13 197.380203 32.155769 103.588577
2015-02-17 197.690735 32.276524 103.167686
2015-02-18 197.709518 32.341537 103.457619
2015-02-19 197.568405 32.35083 103.373444
2015-02-20 198.753922 32.648056 103.392174
2015-02-23 198.725708 32.452995 103.579208
2015-02-24 199.290268 32.73164 104.037476
2015-02-25 199.120865 32.759506 104.112312
2015-02-26 198.885651 32.703777 103.73819
2015-02-27 198.208206 32.694492 104.000061
2015-03-02 199.459579 32.71307 103.47171
2015-03-03 198.641006 32.536591 103.340553
2015-03-04 197.803619 32.3694 103.396759
2015-03-05 198.020035 32.322964 103.443604
2015-03-06 195.234955 31.91428 102.769104
2015-03-09 196.044159 31.923569 103.031425
2015-03-10 192.863953 31.236238 103.274956
2015-03-11 192.412338 31.282682 103.481079
2015-03-12 194.858627 31.644926 103.565399
2015-03-13 193.663681 31.449869 103.36866
2015-03-16 196.251144 31.765671 103.593498
2015-03-17 195.667801 31.784248 103.574753
2015-03-18 198.020035 32.406551 104.333572
2015-03-19 197.11676 32.016445 103.968224
2015-03-20 198.856689 32.694492 104.286751
2015-03-23 198.469208 32.787369 104.305481
2015-03-24 197.354004 32.82452 104.586525
2015-03-25 194.462006 32.592316 104.389793
2015-03-26 193.998901 32.313675 104.015045
2015-03-27 194.443115 32.304382 104.164948
2015-03-30 196.815292 32.518013 104.211807
2015-03-31 195.095215 32.174351 104.389793
2015-04-01 194.405304 32.3694 104.728607
2015-04-02 195.104706 32.722355 104.587845
2015-04-06 196.418365 33.177479 104.653557
2015-04-07 195.898544 33.112461 104.67231
2015-04-08 196.56012 33.288933 104.681694
2015-04-09 197.429581 33.474701 104.418884
2015-04-10 198.507004 33.428257 104.418884
2015-04-13 197.609161 33.26107 104.531532
2015-04-14 197.987213 33.549004 104.644157
2015-04-15 198.875595 33.716194 104.784943
2015-04-16 198.818878 33.874092 104.728607
2015-04-17 196.531754 33.437542 104.813103
2015-04-20 198.327423 33.474701 104.738007
2015-04-21 198.091187 33.781208 104.625381
2015-04-22 199.064606 33.901955 104.315643
2015-04-23 199.565521 34.078434 104.475212
2015-04-24 200.02858 34.273483 104.653557
2015-04-27 199.196899 34.440674 104.691101
2015-04-28 199.830109 34.496399 104.287491
2015-04-29 199.007904 34.162022 104.052864
2015-04-30 197.013763 33.836937 104.052864
2015-05-01 199.149658 34.087723 103.757568
2015-05-04 199.716721 34.134159 103.560112
2015-05-05 197.429581 33.586159 103.466064
2015-05-06 196.616806 33.632599 103.118141
2015-05-07 197.40123 33.539719 103.372025
2015-05-08 200.000259 34.134159 103.710556
2015-05-11 199.045731 33.883377 103.052299
2015-05-12 198.450287 33.883377 103.042915
2015-05-13 198.488098 33.994831 103.033501
2015-05-14 200.557831 34.384945 103.193367
2015-05-15 200.775223 34.440674 103.625908
2015-05-18 201.398972 34.254913 103.230949
2015-05-19 201.332825 34.15274 102.87365
2015-05-20 201.191071 34.245621 103.033501
2015-05-21 201.777023 34.357079 103.353218
2015-05-22 201.295013 34.208469 103.240395
2015-05-26 199.130768 33.660465 103.494255
2015-05-27 201.02095 33.911247 103.59771
2015-05-28 200.794113 33.706905 103.560112
2015-05-29 199.5466 33.428257 103.59771
2015-06-01 199.953018 33.270355 103.311317
2015-06-02 199.754532 33.474701 102.906219
2015-06-03 200.283768 33.558292 102.501099
2015-06-04 198.592087 33.168186 102.717789
2015-06-05 198.251816 32.852386 102.265579
2015-06-08 196.975952 32.796661 102.416321
2015-06-09 197.004349 32.620182 102.124245
2015-06-10 199.376511 33.205338 101.869881
2015-06-11 200.02858 33.298218 102.416321
2015-06-12 198.40303 33.019573 102.293839
2015-06-15 197.618607 32.82452 102.416321
2015-06-16 198.705475 32.833809 102.585899
2015-06-17 199.026794 32.861683 102.595322
2015-06-18 201.030396 33.066013 102.56707
2015-06-19 200.204163 32.980537 102.887352
2015-06-22 201.229828 33.459602 102.378624
2015-06-23 201.38179 33.572327 102.143097
2015-06-24 199.919266 33.346882 102.303246
2015-06-25 199.273453 33.290516 102.190224
2015-06-26 199.339935 33.224766 101.945274
2015-06-29 195.132828 32.285419 102.548187
2015-06-30 195.531693 32.332382 102.482262
2015-07-01 197.127182 32.473289 102.223595
2015-07-02 196.889771 32.567223 102.365211
2015-07-06 196.272461 31.853313 102.733376
2015-07-07 197.545029 31.778168 102.874962
2015-07-08 194.240128 30.867002 103.120361
2015-07-09 194.496536 31.336674 102.74279
2015-07-10 197.041687 32.369957 102.308563
2015-07-13 199.206985 32.492077 102.157555
2015-07-14 200.118683 32.670551 102.327446
2015-07-15 200.033249 32.445107 102.601196
2015-07-16 201.590744 32.708122 102.68615
2015-07-17 201.78067 32.632977 102.695602
2015-07-20 201.923126 32.614189 102.516266
2015-07-21 201.106354 32.58601 102.68615
2015-07-22 200.660034 32.369957 102.733376
2015-07-23 199.567871 32.219666 103.025978
2015-07-24 197.478577 31.881496 103.007111
2015-07-27 196.338959 31.515152 103.139267
2015-07-28 198.779648 31.928463 103.035446
2015-07-29 200.166168 32.116337 102.950455
2015-07-30 200.213669 32.050579 102.959915
2015-07-31 199.862274 32.247852 103.365799
2015-08-03 199.178513 32.059975 103.482162
2015-08-04 198.789185 32.06937 103.170029
2015-08-05 199.529861 32.210274 102.980873
2015-08-06 197.867935 32.013008 103.103828
2015-08-07 197.459549 31.984825 103.283539
2015-08-10 200.033249 32.369957 103.151146
2015-08-11 198.162338 31.83453 103.491623
2015-08-12 198.409256 31.609093 103.425385
2015-08-13 198.200348 31.580908 103.207878
2015-08-14 198.827118 31.646662 103.160583
2015-08-17 199.966736 31.515152 103.340279
2015-08-18 199.368454 31.280313 103.151146
2015-08-19 197.801453 31.0173 103.472694
2015-08-20 193.746277 30.322178 103.633492
2015-08-21 187.687241 29.61767 103.813179
2015-08-24 180.013763 28.499844 103.775391
2015-08-25 177.810486 28.744074 103.529442
2015-08-26 184.885651 29.4298 103.047073
2015-08-27 189.140274 30.040375 103.188972
2015-08-28 189.216278 29.974621 103.094383
2015-08-31 187.601761 29.758572 103.018715
2015-09-01 182.12207 28.781647 103.324257
2015-09-02 185.578964 29.18557 103.191551
2015-09-03 185.806885 29.260715 103.343216
2015-09-04 182.900818 28.54681 103.561188
2015-09-08 187.525833 29.392227 103.314766
2015-09-09 184.961639 29.345255 103.352699
2015-09-10 185.996811 29.486158 103.238945
2015-09-11 186.842026 29.457979 103.362137
2015-09-14 186.120285 29.326468 103.390579
2015-09-15 188.466003 29.523733 102.926208
2015-09-16 190.071014 30.030981 102.840897
2015-09-17 189.653122 30.012196 103.48539
2015-09-18 186.496155 29.364044 103.570656
2015-09-21 187.52713 29.335861 103.295815
2015-09-22 185.102402 28.621958 103.542229
2015-09-23 184.815994 28.452877 103.513802
2015-09-24 184.176392 28.368334 103.58963
2015-09-25 184.119125 28.556206 103.409546
2015-09-28 179.384171 27.898659 103.65596
2015-09-29 179.546478 28.011383 103.817078
2015-09-30 182.897217 28.556206 103.855011
2015-10-01 183.412704 28.697104 103.935768
2015-10-02 186.152496 29.147997 104.249115
2015-10-05 189.465073 29.81493 103.85981
2015-10-06 188.815903 29.81493 104.11618
2015-10-07 190.362396 30.312786 104.040222
2015-10-08 192.08075 30.594587 103.897781
2015-10-09 192.195282 30.660347 103.812332
2015-10-12 192.376663 30.575804 104.078194
2015-10-13 191.164276 30.181278 104.0877
2015-10-14 190.247849 30.293999 104.47699
2015-10-15 193.169022 30.801249 104.334587
2015-10-16 194.047256 30.838821 104.230118
2015-10-19 194.142715 30.622768 104.334587
2015-10-20 193.894531 30.622768 104.125702
2015-10-21 192.691696 30.453688 104.372559
2015-10-22 195.899246 30.88579 104.391556
2015-10-23 198.104416 31.111235 104.211113
2015-10-26 197.598495 30.98912 104.258591
2015-10-27 197.19754 30.707312 104.401031
2015-10-28 199.460007 30.754284 104.097221
2015-10-29 199.412247 30.585197 103.650917
2015-10-30 198.495804 30.50066 103.926292
2015-11-02 200.844223 30.773067 103.721359
2015-11-03 201.426498 30.838821 103.531082
2015-11-04 200.834641 30.726097 103.531082
2015-11-05 200.615097 30.669741 103.483498
2015-11-06 200.510086 30.491262 102.98877
2015-11-09 198.639023 30.124918 102.922188
2015-11-10 199.097229 30.07795 103.112465
2015-11-11 198.314468 30.181278 102.979263
2015-11-12 195.546021 29.833717 103.074394
2015-11-13 193.350372 29.608276 103.27417
2015-11-16 196.290634 29.927652 103.35984
2015-11-17 196.147461 29.984015 103.435921
2015-11-18 199.259537 30.284607 103.35984
2015-11-19 199.087708 30.528837 103.407379
2015-11-20 199.813217 30.472473 103.340805
2015-11-23 199.584106 30.284607 103.369316
2015-11-24 199.851425 30.303391 103.464462
2015-11-25 199.822784 30.331573 103.512047
2015-11-27 200.051865 30.218849 103.483498
2015-11-30 199.221359 30.181278 103.521568
2015-12-01 201.121063 30.510048 103.685394
2015-12-02 199.068619 30.162493 103.561531
2015-12-03 196.281067 29.965225 102.799263
2015-12-04 200.109131 30.181278 103.132751
2015-12-07 198.896759 29.880684 103.285194
2015-12-08 197.560272 29.457979 103.323341
2015-12-09 196.023331 29.345255 103.323341
2015-12-10 196.529282 29.270107 103.30426
2015-12-11 192.720337 28.687714 103.561531
2015-12-14 193.694031 28.753468 103.075607
2015-12-15 195.727402 28.97891 103.085121
2015-12-16 198.591278 29.523733 102.904106
2015-12-17 195.565109 29.194962 103.047012
2015-12-18 192.080704 28.956175 103.266167
2015-12-21 193.665192 29.089437 103.170883
2015-12-22 195.422562 29.317888 103.09465
2015-12-23 197.842545 29.812866 103.075607
2015-12-24 197.516022 29.774792 103.125237
2015-12-28 197.064682 29.651045 103.125237
2015-12-29 199.167755 29.879494 102.867455
2015-12-30 197.756119 29.62249 102.848366
2015-12-31 195.777863 29.317888 103.125237
2016-01-04 193.041 28.813391 103.087067
2016-01-05 193.367508 28.784836 103.134796
2016-01-06 190.928329 28.242264 103.526237
2016-01-07 186.347656 27.671137 103.516701
2016-01-08 184.3022 27.357014 103.74585
2016-01-11 184.48465 27.39509 103.449844
2016-01-12 185.97316 27.471243 103.679024
2016-01-13 181.334869 27.071451 103.917694
2016-01-14 184.311783 27.433165 103.879509
2016-01-15 180.355347 26.471767 104.003624
2016-01-19 180.595413 26.747812 103.898598
2016-01-20 178.281082 26.167166 103.984543
2016-01-21 179.279785 26.262356 103.841316
2016-01-22 182.957764 27.052414 103.917694
2016-01-25 180.192093 26.700218 103.860413
2016-01-26 182.650452 27.128565 103.99408
2016-01-27 180.662643 26.985785 104.013199
2016-01-28 181.603729 27.128565 104.099091
2016-01-29 186.030746 27.699692 104.404625
2016-02-01 185.963516 27.614023 104.278343
2016-02-02 182.612061 26.919149 104.594078
2016-02-03 183.706787 27.233273 104.584488
2016-02-04 183.994904 27.337976 104.689743
2016-02-05 180.489777 27.004822 104.594078
2016-02-08 178.060196 26.519361 104.995911
2016-02-09 178.069794 26.224281 104.986366
2016-02-10 177.916153 26.195723 105.244675
2016-02-11 175.601822 25.824488 105.311661
2016-02-12 179.222183 26.290913 105.024605
2016-02-16 182.247147 26.823963 104.766289
2016-02-17 185.224106 27.328459 104.708885
2016-02-18 184.465454 27.195196 105.024605
2016-02-19 184.379013 27.128565 105.043755
2016-02-22 187.048706 27.461723 105.072464
2016-02-23 184.686325 26.995302 105.091591
2016-02-24 185.531403 26.928671 105.129837
2016-02-25 187.778503 27.214235 105.397766
2016-02-26 187.34639 27.119047 105.206406
2016-02-29 185.87709 27.033377 105.330788
2016-03-01 190.24649 27.775841 105.014931
2016-03-02 191.101166 28.042368 104.899872
2016-03-03 191.850235 28.299376 105.024498
2016-03-04 192.474426 28.632532 104.861542
2016-03-07 192.628082 28.603977 104.832756
2016-03-08 190.524979 28.261301 105.091614
2016-03-09 191.46611 28.413603 105.043671
2016-03-10 191.61972 28.394566 105.091614
2016-03-11 194.711914 29.098955 104.899872
2016-03-14 194.462265 28.98473 104.957397
2016-03-15 194.14537 28.661091 104.861542
2016-03-16 195.26889 29.022802 105.312103
2016-03-17 196.507706 29.336926 105.5326
2016-03-18 197.279907 29.346443 105.618889
2016-03-21 197.559799 29.336926 105.388809
2016-03-22 197.453659 29.327406 105.321709
2016-03-23 196.150558 28.937138 105.551788
2016-03-24 196.063675 28.765799 105.561371
2016-03-28 196.17952 28.918098 105.638077
2016-03-29 197.994202 29.298851 105.954414
2016-03-30 198.862946 29.489225 105.916092
2016-03-31 198.380325 29.327406 106.251633
2016-04-01 199.731674 29.060881 106.157486
2016-04-04 199.084946 28.965691 106.263145
2016-04-05 197.096512 28.413603 106.407227
2016-04-06 199.249054 28.813391 106.388023
2016-04-07 196.864868 28.42312 106.618568
2016-04-08 197.395737 28.97521 106.512909
2016-04-11 196.932434 29.041842 106.58976
2016-04-12 198.766418 29.498743 106.416878
2016-04-13 200.774155 29.946127 106.46489
2016-04-14 200.783798 29.965166 106.282379
2016-04-15 200.561798 29.898533 106.580154
2016-04-18 201.971085 30.126986 106.570557
2016-04-19 202.608124 30.631481 106.560928
2016-04-20 202.801208 30.631481 106.301598
2016-04-21 201.710449 30.393511 106.157486
2016-04-22 201.710449 30.383993 106.167099
2016-04-25 201.362961 30.231693 106.051834
2016-04-26 201.66217 30.374472 106.003784
2016-04-27 202.077271 30.422066 106.320808
2016-04-28 200.243256 30.088909 106.532112
2016-04-29 199.162186 29.993721 106.522537
2016-05-02 200.745209 30.155542 106.450348
2016-05-03 198.998077 29.565374 106.642822
2016-05-04 197.888016 29.213181 106.690948
2016-05-05 197.849426 29.13703 106.960403
2016-05-06 198.573349 29.194143 106.796822
2016-05-09 198.737442 29.079916 106.864182
2016-05-10 201.208527 29.527302 106.912285
2016-05-11 199.326263 29.317888 106.912285
2016-05-12 199.384171 29.327406 106.816048
2016-05-13 197.646698 28.946655 107.018158
2016-05-16 199.596542 29.289331 106.835297
2016-05-17 197.733582 29.098955 106.690948
2016-05-18 197.791519 29.060881 106.248245
2016-05-19 197.106171 28.851465 106.315598
2016-05-20 198.351349 29.089437 106.382988
2016-05-23 198.081085 28.994247 106.363724
2016-05-24 200.648682 29.375002 106.306
2016-05-25 202.009705 29.679602 106.325233
2016-05-26 202.067596 29.784309 106.488838
2016-05-27 202.93634 29.727194 106.469582
2016-05-31 202.550232 29.651045 106.536957
2016-06-01 202.965286 29.632008 106.477165
2016-06-02 203.583054 29.660564 106.747177
2016-06-03 202.97493 29.955647 107.32576
2016-06-06 204.007782 30.136505 107.181122
2016-06-07 204.326294 30.393511 107.27755
2016-06-08 204.99234 30.507736 107.316109
2016-06-09 204.712387 30.117468 107.393257
2016-06-10 202.772247 29.336926 107.537895
2016-06-13 201.208527 28.918098 107.624687
2016-06-14 200.812759 28.556383 107.576469
2016-06-15 200.532852 28.756277 107.807899
2016-06-16 201.131302 28.737242 107.875404
2016-06-17 200.382263 28.903341 107.798264
2016-06-20 201.672729 29.579327 107.499329
2016-06-21 202.245193 29.704868 107.422165
2016-06-22 201.915298 29.714527 107.4897
2016-06-23 204.544754 30.46777 107.306458
2016-06-24 197.199738 28.188723 107.885025
2016-06-27 193.667938 27.715532 108.318977
2016-06-28 197.160919 28.468775 108.453979
2016-06-29 200.518066 29.009567 108.376831
2016-06-30 203.254272 29.405502 108.598625
2016-07-01 203.681183 29.51173 108.832413
2016-07-05 202.216064 28.97094 109.122253
2016-07-06 203.42894 28.922653 109.325127
2016-07-07 203.30278 28.845398 109.247856
2016-07-08 206.330048 29.260647 109.412094
2016-07-11 207.057785 29.63727 109.122253
2016-07-12 208.561722 30.02355 108.793755
2016-07-13 208.532593 30.042864 108.948341
2016-07-14 209.696945 30.293947 108.851738
2016-07-15 209.415543 30.178062 108.455635
2016-07-18 209.978317 30.28429 108.474945
2016-07-19 209.764862 29.984921 108.697159
2016-07-20 210.638092 30.236002 108.600563
2016-07-21 209.842468 30.110462 108.697159
2016-07-22 210.783661 30.245661 108.716476
2016-07-25 210.211166 30.14909 108.590897
2016-07-26 210.308212 30.28429 108.590897
2016-07-27 210.085068 30.400171 108.909721
2016-07-28 210.327621 30.458115 108.90004
2016-07-29 210.667206 30.699541 109.18988
2016-08-01 210.492569 30.554684 108.935333
2016-08-02 209.143875 30.400171 108.615921
2016-08-03 209.755142 30.351887 108.732063
2016-08-04 209.978317 30.525713 108.935333
2016-08-05 211.695694 30.680223 108.567528
2016-08-08 211.56958 30.796106 108.635269
2016-08-09 211.695694 31.056845 108.91597
2016-08-10 211.171768 31.11479 109.041794
2016-08-11 212.151733 31.385181 108.751434
2016-08-12 211.967392 31.288614 109.012756
2016-08-15 212.578659 31.472097 108.819176
2016-08-16 211.482269 31.394842 108.751434
2016-08-17 211.880066 31.385181 108.954674
2016-08-18 212.355515 31.549351 109.109535
2016-08-19 212.044998 31.336901 108.867577
2016-08-22 212.035294 31.278957 109.032127
2016-08-23 212.46225 31.36587 109.06115
2016-08-24 211.375519 31.259642 109.022415
2016-08-25 211.229965 31.172728 108.906303
2016-08-26 210.832153 30.969933 108.732063
2016-08-29 211.870377 31.105131 109.032127
2016-08-30 211.521042 31.066502 108.974037
2016-08-31 210.919495 30.92165 108.954674
2016-09-01 210.929169 31.134104 109.049713
2016-09-02 211.880066 31.510725 108.904243
2016-09-06 212.520462 31.839062 109.136978
2016-09-07 212.501022 31.858379 109.195152
2016-09-08 212.0159 31.761805 108.817001
2016-09-09 206.941345 31.047192 108.34185
2016-09-12 209.91037 31.278957 108.429115
2016-09-13 206.892822 30.583656 108.128525
2016-09-14 206.815201 30.564339 108.26429
2016-09-15 208.881882 30.883018 108.332153
2016-09-16 208.074509 30.506397 108.409729
2016-09-19 208.11351 30.68988 108.322456
2016-09-20 208.12326 30.815422 108.361252
2016-09-21 210.46373 31.394842 108.632736
2016-09-22 211.789963 31.790775 108.855782
2016-09-23 210.629486 31.414154 108.826683
2016-09-26 208.922928 31.11479 108.96244
2016-09-27 210.21994 31.278957 109.098198
2016-09-28 211.263382 31.578323 109.127281
2016-09-29 209.352005 31.182386 109.127281
2016-09-30 210.931808 31.36587 109.010918
2016-10-03 210.424698 31.336901 108.887558
2016-10-04 209.352005 31.192045 108.51841
2016-10-05 210.278458 31.423813 108.372688
2016-10-06 210.424698 31.278957 108.372688
2016-10-07 209.703064 31.11479 108.392128
2016-10-10 210.795288 31.288614 108.343544
2016-10-11 208.133026 30.786451 108.178421
2016-10-12 208.406097 30.805763 108.217262
2016-10-13 207.72345 30.660912 108.372688
2016-10-14 207.830719 30.709194 108.188118
2016-10-17 207.109116 30.622282 108.372688
2016-10-18 208.406097 31.037533 108.547546
2016-10-19 208.961945 31.124445 108.605843
2016-10-20 208.571884 31.163074 108.566978
2016-10-21 208.669373 31.11479 108.634995
2016-10-24 209.556824 31.163074 108.469841
2016-10-25 208.85466 31.153416 108.469841
2016-10-26 208.435333 30.960279 108.256119
2016-10-27 207.879486 30.911989 107.984131
2016-10-28 207.265106 30.873363 107.984131
2016-10-31 207.274872 30.883018 108.120132
2016-11-01 205.773087 30.757481 108.061722
2016-11-02 204.534607 30.506397 108.18824
2016-11-03 203.598434 30.429142 108.042274
2016-11-04 203.374146 30.139433 108.266106
2016-11-07 207.85997 30.718851 108.139587
2016-11-08 208.796143 30.815422 107.964394
2016-11-09 211.009827 30.506397 106.961945
2016-11-10 211.536407 30.293947 106.523964
2016-11-11 211.048828 30.013891 106.329308
2016-11-14 211.2146 29.801441 105.901085
2016-11-15 212.862656 30.042864 105.978943
2016-11-16 212.46283 29.772469 106.212517
2016-11-17 213.555038 29.965609 105.813492
2016-11-18 213.077194 29.704868 105.472847
2016-11-21 214.686249 29.984921 105.560425
2016-11-22 215.105591 30.110462 105.657745
2016-11-23 215.222595 30.004236 105.287903
2016-11-25 216.022247 30.120121 105.278191
2016-11-28 215.008072 30.071833 105.648033
2016-11-29 215.427383 30.207035 105.764816
2016-11-30 214.910522 30.178062 105.346306
2016-12-01 214.120667 30.052521 104.999161
2016-12-02 214.227921 30.129776 105.330704
2016-12-05 215.515152 30.390512 105.41848
2016-12-06 216.1978 30.564339 105.398956
2016-12-07 219.025818 30.989248 105.671997
2016-12-08 219.562164 31.027876 105.476982
2016-12-09 220.888397 31.066502 105.155182
2016-12-12 220.634857 30.960279 105.057678
2016-12-13 222.107361 31.298269 105.194199
2016-12-14 220.274048 30.738167 104.618889
2016-12-15 221.180969 30.699541 104.492134
2016-12-16 220.748383 30.619501 104.560394
2016-12-19 221.229034 30.570696 104.833405
2016-12-20 222.082443 30.687826 104.735901
2016-12-21 221.464462 30.639021 104.960175
2016-12-22 221.081894 30.551174 104.95919
2016-12-23 221.405594 30.570696 104.988503
2016-12-27 221.954926 30.590218 104.910309
2016-12-28 220.12056 30.512133 105.076469
2016-12-29 220.071533 30.707346 105.398994
2016-12-30 219.267166 30.736629 105.614014
2017-01-03 220.944565 30.961126 105.721527
2017-01-04 222.259018 31.312515 105.750847
2017-01-05 222.082443 31.488207 106.190681
2017-01-06 222.876999 31.400358 105.838829
2017-01-09 222.141312 31.332033 106.014748
2017-01-10 222.141312 31.419882 105.98542
2017-01-11 222.769089 31.673664 106.11248
2017-01-12 222.209961 31.693184 106.151573
2017-01-13 222.720047 31.810314 105.965874
2017-01-17 221.935287 31.732224 106.327507
2017-01-18 222.425766 31.585815 105.868156
2017-01-19 221.601791 31.537012 105.594482
2017-01-20 222.415955 31.683424 105.633583
2017-01-23 221.837204 31.800554 105.926773
2017-01-24 223.259552 31.937206 105.760635
2017-01-25 225.191986 32.259308 105.477196
2017-01-26 224.956558 32.171459 105.545609
2017-01-27 224.603424 32.103138 105.633583
2017-01-30 223.21051 31.898159 105.584694
2017-01-31 223.190887 31.976246 105.838829
2017-02-01 223.279175 32.083614 105.689949
2017-02-02 223.426331 32.122658 105.748718
2017-02-03 224.96637 32.230022 105.778114
2017-02-06 224.564178 32.044575 106.08168
2017-02-07 224.574005 31.966486 106.189415
2017-02-08 224.868286 32.064091 106.493011
2017-02-09 226.202347 32.220264 106.238396
2017-02-10 227.094986 32.327633 106.218796
2017-02-13 228.330963 32.435001 106.062119
2017-02-14 229.24321 32.435001 105.827057
2017-02-15 230.439957 32.581413 105.660568
2017-02-16 230.243774 32.659496 105.885826
2017-02-17 230.606705 32.454521 106.120872
2017-02-21 231.980011 32.639977 106.111061
2017-02-22 231.774017 32.639977 106.179626
2017-02-23 231.930984 32.766865 106.355904
2017-02-24 232.22525 32.474045 106.747627
2017-02-27 232.588181 32.493565 106.551788
2017-02-28 231.960403 32.337395 106.5224
2017-03-01 235.20726 32.688782 106.021927
2017-03-02 233.726074 32.425243 105.825661
2017-03-03 233.87323 32.630219 105.90416
2017-03-06 233.176743 32.503326 105.855095
2017-03-07 232.480301 32.464283 105.71772
2017-03-08 232.048691 32.269073 105.462578
2017-03-09 232.342972 32.317871 105.138733
2017-03-10 233.15715 32.591175 105.295753
2017-03-13 233.274841 32.81567 105.119095
2017-03-14 232.382187 32.552132 105.158371
2017-03-15 234.393112 33.098732 105.766777
2017-03-16 233.932053 33.284187 105.649033
2017-03-17 233.52124 33.293949 105.874725
2017-03-20 233.265091 33.352509 106.031731
2017-03-21 230.270081 33.118256 106.247627
2017-03-22 230.811951 33.176823 106.394821
2017-03-23 230.565643 33.2061 106.424263
2017-03-24 230.398163 33.313469 106.335945
2017-03-27 230.161713 33.381798 106.591095
2017-03-28 231.836548 33.479401 106.345757
2017-03-29 232.053284 33.498924 106.581291
2017-03-30 232.792191 33.362274 106.38501
2017-03-31 232.250351 33.293949 106.463516
2017-04-03 231.846405 33.293949 106.858803
2017-04-04 231.994171 33.303711 106.76049
2017-04-05 231.304535 33.157299 106.878494
2017-04-06 231.954788 33.167057 106.868652
2017-04-07 231.718323 33.118256 106.632652
2017-04-10 231.856262 33.088974 106.770325
2017-04-11 231.580399 33.215862 107.07515
2017-04-12 230.565643 33.186577 107.31115
2017-04-13 229.068146 32.991364 107.448822
2017-04-17 231.097672 33.245148 107.389816
2017-04-18 230.408005 33.010887 107.822487
2017-04-19 229.98439 32.854713 107.655312
2017-04-20 231.856262 33.118256 107.488144
